durasi_rencana_hari,panjang_deskripsi_kata,jumlah_tag,prioritas_tinggi,adalah_bug,sedang_blocked,jumlah_komentar,beban_kerja_assignee,bulan_dibuat,tim,peran_assignee,status_proyek,terlambat,prediksi_probabilitas
20.0,22,0,0,0,0,4,0,2,Team 2,Designer,completed,0,0.05676954625638678
5.0,20,3,0,0,0,4,0,9,Team 15,Designer,active,1,0.13426206129189647
4.0,4,0,0,0,0,1,0,7,Team 0,Product Manager,active,0,0.14286951084098337
6.0,24,1,0,0,0,4,4,10,Team 9,Designer,active,0,0.07649164195766987
35.0,16,1,0,0,0,0,0,3,Team 5,Product Manager,on_hold,0,0.05011959353026446
6.0,5,1,0,0,0,3,3,11,Team 1,Product Manager,completed,0,0.06628735234496796
4.0,27,0,0,0,0,1,0,6,Team 14,Spesialis Lainnya,active,1,0.13583747915975336
2.0,5,2,0,0,0,4,0,6,Team 11,Product Manager,active,0,0.5150793438939504
23.0,28,0,0,0,0,2,0,5,Team 16,Engineer,active,0,0.06012837856426098
20.0,7,1,0,0,0,3,1,10,Team 5,Designer,active,0,0.047982652077622055
56.0,0,1,0,0,1,0,0,4,Team 13,Marketer,active,0,0.05057104590950716
52.0,16,2,0,0,0,3,0,6,Team 3,Engineer,active,0,0.05576700836733623
37.0,5,0,0,0,0,1,0,8,Team 11,Product Manager,active,0,0.05051297396695063
32.0,0,3,0,0,1,3,0,3,Team 2,Spesialis Lainnya,completed,0,0.05781883209411709
24.0,4,3,0,0,1,0,0,6,Team 9,Engineer,completed,0,0.05405512933555387
46.0,4,4,0,0,0,0,2,11,Team 4,Marketer,active,0,0.05853835209156012
78.0,13,1,0,0,0,2,1,1,Team 0,Engineer,active,0,0.06301172345745773
76.0,0,0,0,0,0,4,1,7,Team 13,Ops,active,0,0.0631103662163154
47.0,5,1,0,0,0,2,1,10,Team 4,Engineer,completed,0,0.05217330502336372
5.0,25,0,0,0,0,4,1,11,Team 17,Engineer,completed,0,0.14741628052112554
27.0,12,1,0,0,0,0,0,9,Team 15,Product Manager,active,0,0.05809109374293948
15.0,7,4,0,0,0,3,0,6,Team 17,Designer,active,0,0.05605213688728656
1.0,11,3,0,0,0,0,1,9,Team 8,Product Manager,completed,1,0.6421078992363745
52.0,25,1,0,0,0,3,1,8,Team 7,Engineer,active,0,0.05724118531987805
-3.1697800925925925,7,0,0,0,0,4,0,4,Team 2,Ops,active,1,0.6800187470327234
84.0,4,1,0,0,0,0,0,8,Team 18,Spesialis Lainnya,completed,0,0.05284436794072748
68.0,6,1,0,0,0,0,0,10,Team 9,Product Manager,active,0,0.05105817483372105
81.0,12,0,0,0,0,3,2,9,Team 4,Engineer,active,0,0.058998483617461045
17.0,12,2,0,0,0,3,1,4,Team 4,Designer,active,0,0.05884637266840444
4.0,31,1,0,0,0,0,0,10,Team 5,Marketer,completed,0,0.2033369978908135
3.0,3,1,0,0,0,1,1,10,Team 11,Designer,active,0,0.15953866126828273
3.0,0,1,0,0,0,0,1,9,Team 3,Ops,active,0,0.18482854094302825
8.0,31,3,0,0,0,0,0,10,Team 13,Spesialis Lainnya,completed,0,0.05532802668714371
18.0,0,0,0,0,0,1,3,5,Team 12,Ops,on_hold,0,0.052558281057158776
21.0,0,1,0,0,0,0,0,4,Team 10,Ops,active,0,0.0498181193798471
1.0,4,3,0,0,0,0,0,10,Team 7,Ops,active,1,0.6460806858864094
83.0,13,1,0,0,0,0,0,6,Team 4,Spesialis Lainnya,active,0,0.050911591757934936
64.0,0,2,0,0,1,0,0,9,Team 19,Product Manager,active,0,0.05997759260579188
1.0,13,0,0,0,0,3,0,1,Team 16,Marketer,completed,0,0.6401885445289157
6.0,4,0,0,0,0,3,0,11,Team 12,Designer,completed,0,0.061786112727602475
26.0,28,2,0,0,0,3,0,7,Team 6,Designer,active,0,0.054021762981946705
2.0,24,0,0,0,0,3,1,11,Team 9,Engineer,completed,1,0.5579050329414191
19.0,29,0,0,0,0,0,0,3,Team 7,Designer,completed,0,0.05541330621539303
27.0,6,3,0,0,1,0,1,7,Team 7,Designer,active,0,0.05501264328017526
4.0,24,2,0,0,0,4,0,8,Team 6,Designer,active,0,0.16999966433304906
3.0,30,0,0,0,0,2,0,4,Team 19,Engineer,active,1,0.18410960979893967
14.0,28,3,0,0,0,4,1,3,Team 3,Engineer,active,0,0.05913626289394982
28.0,16,2,0,0,0,0,1,8,Team 4,Designer,active,0,0.058190388091789086
33.0,0,3,0,0,0,0,0,2,Team 5,Engineer,active,0,0.04745104397342441
37.0,0,2,0,0,0,3,0,10,Team 10,Marketer,active,0,0.04858531780326916
-1.2638078703703703,9,2,0,0,0,0,1,4,Team 7,Designer,active,1,0.679421767454274
-2.6191898148148147,0,4,0,0,0,3,0,12,Team 16,Designer,completed,1,0.7035082130033004
26.0,7,0,0,0,0,2,0,4,Team 19,Marketer,on_hold,0,0.05439586466229249
2.0,4,3,0,0,0,1,0,7,Team 10,Engineer,completed,1,0.4876335680195117
14.0,0,2,0,0,0,2,0,5,Team 8,Product Manager,completed,0,0.05668489353552269
48.0,6,3,0,0,1,1,2,9,Team 14,Marketer,active,0,0.05368719437555458
53.0,10,2,0,0,0,0,3,11,Team 14,Marketer,completed,0,0.05917305099085322
6.0,27,1,0,0,0,0,1,1,Team 2,Engineer,on_hold,0,0.07083856515837483
5.0,27,0,0,0,0,1,0,11,Team 15,Product Manager,on_hold,0,0.12426528469289093
2.0,13,3,1,0,0,4,1,1,Team 12,Designer,on_hold,1,0.4852326235832435
22.0,29,1,0,0,0,3,0,10,Team 7,Product Manager,completed,0,0.057971924373879075
36.0,27,2,0,0,1,4,1,1,Team 4,Designer,active,0,0.05748281525219738
8.0,17,1,0,0,0,0,1,3,Team 6,Ops,completed,0,0.0507077192407024
78.0,0,1,0,0,0,2,0,6,Team 10,Marketer,completed,0,0.04703704818988244
5.0,26,1,0,0,0,0,0,1,Team 3,Spesialis Lainnya,active,1,0.10229934033210754
35.0,0,3,0,0,0,0,5,10,Team 12,Product Manager,active,0,0.08248449352522852
17.0,6,2,0,1,0,0,1,7,Team 10,Marketer,completed,0,0.0553954442189489
-44.391539351851854,7,0,0,0,0,2,1,9,Team 17,Engineer,active,1,0.6824226222228265
54.0,0,2,0,0,0,0,0,5,Team 4,Spesialis Lainnya,active,0,0.051196019685553595
14.0,30,2,0,0,0,2,0,5,Team 14,Marketer,active,0,0.05905257797822794
41.0,4,4,1,0,0,4,1,4,Team 15,Engineer,active,0,0.052712750085028
7.0,5,0,0,0,0,2,2,5,Team 0,Marketer,active,0,0.06397493020094465
17.0,6,0,0,0,0,4,0,10,Team 8,Ops,completed,0,0.058472334615204506
5.0,28,3,1,1,0,3,0,4,Team 7,Marketer,active,0,0.1258078805929407
26.0,28,0,0,0,0,1,0,7,Team 4,Product Manager,completed,0,0.05702765638544138
26.0,23,1,0,0,0,4,0,6,Team 12,Designer,active,0,0.0546373622251243
2.0,7,1,0,0,0,2,0,4,Team 15,Marketer,active,0,0.5401844846665783
50.0,10,0,0,0,0,4,0,4,Team 3,Designer,on_hold,0,0.0501157475894619
8.0,7,1,1,0,0,0,0,4,Team 5,Product Manager,active,0,0.056784084656107264
6.0,24,4,0,0,0,0,2,3,Team 19,Designer,completed,0,0.06826993518415228
20.0,7,3,0,1,0,0,2,1,Team 18,Engineer,active,0,0.049801072413272314
3.0,0,0,0,0,0,0,2,12,Team 1,Product Manager,active,1,0.16363894734600049
16.0,0,4,0,0,0,3,3,12,Team 19,Product Manager,completed,0,0.05880715741027879
21.0,26,1,0,0,0,0,0,11,Team 5,Designer,on_hold,0,0.04546925600481852
5.0,4,0,0,0,0,0,1,9,Team 13,Product Manager,completed,0,0.14506527640778094
18.0,6,1,0,0,0,4,0,5,Team 8,Marketer,active,0,0.05662468734950667
5.0,10,1,0,0,0,0,0,7,Team 4,Product Manager,active,0,0.13955988065007455
2.0,23,2,1,0,1,2,0,1,Team 4,Spesialis Lainnya,completed,1,0.4817091258662263
23.0,23,0,0,0,0,0,1,7,Team 12,Engineer,active,0,0.058323798283409084
38.0,25,0,0,0,0,0,2,9,Team 0,Ops,on_hold,0,0.051689202001216246
5.0,0,1,0,0,0,1,0,2,Team 16,Spesialis Lainnya,active,0,0.10866669034171934
7.0,0,4,0,1,0,2,1,6,Team 10,Marketer,active,0,0.05513531275100532
-16.083773148148147,4,2,0,0,0,0,0,5,Team 5,Marketer,active,1,0.6948698822896311
85.0,21,3,0,0,0,0,0,1,Team 1,Designer,completed,0,0.04929611128669233
12.0,23,1,0,0,0,3,1,11,Team 14,Product Manager,completed,0,0.05648847555871676
3.0,17,2,0,0,1,0,0,10,Team 1,Product Manager,active,0,0.16987371734050127
27.0,24,0,0,0,0,0,1,10,Team 3,Marketer,completed,0,0.05788587239388227
21.0,4,0,0,0,0,0,0,5,Team 3,Ops,active,0,0.05767060717080126
48.0,6,1,0,0,0,1,0,4,Team 7,Ops,active,0,0.05798172904983431
3.0,4,1,0,0,0,0,2,5,Team 5,Marketer,active,0,0.15738267389791352
23.0,21,2,0,0,0,2,2,12,Team 17,Product Manager,active,0,0.056952252898752345
9.0,27,2,0,0,0,0,0,8,Team 13,Spesialis Lainnya,active,0,0.0539553087435103
76.0,0,0,0,0,0,2,0,2,Team 10,Ops,active,0,0.04908466061472428
27.0,27,1,0,0,0,2,0,1,Team 17,Spesialis Lainnya,completed,0,0.04787025523465725
25.0,7,2,0,0,0,4,2,11,Team 13,Ops,active,0,0.06409710323638154
-0.5758912037037037,8,3,0,0,0,1,0,1,Team 3,Marketer,active,1,0.6773210617661087
5.0,5,2,0,1,1,3,0,4,Team 7,Engineer,active,0,0.1195080799424918
18.0,7,1,0,0,0,0,1,11,Team 2,Engineer,completed,0,0.05294489723235128
9.0,29,3,0,0,0,3,0,6,Team 8,Spesialis Lainnya,completed,0,0.05778401414633154
21.0,3,2,0,0,0,3,0,9,Team 2,Ops,active,0,0.061037146629707745
30.0,10,2,0,0,0,3,0,10,Team 10,Ops,active,0,0.0526418710504405
1.0,6,0,0,0,0,2,0,7,Team 11,Engineer,active,1,0.6401014440122463
60.0,7,2,0,0,0,1,3,1,Team 11,Product Manager,completed,0,0.051164441655105225
6.0,19,0,0,0,0,2,1,7,Team 15,Engineer,completed,0,0.07652642184025044
29.0,0,0,0,0,0,0,0,7,Team 3,Marketer,active,0,0.05002995426477276
38.0,22,1,0,0,0,0,0,4,Team 11,Product Manager,active,0,0.06109572246120859
21.0,20,1,0,0,0,0,0,4,Team 13,Ops,active,0,0.05706209809635524
90.0,18,0,0,0,0,3,3,7,Team 10,Designer,active,0,0.05512666745168963
7.0,0,1,0,0,0,0,3,3,Team 2,Engineer,on_hold,0,0.06278457665551462
4.0,0,1,0,0,0,0,0,7,Team 14,Product Manager,active,0,0.1411016583427086
6.0,13,2,1,0,0,3,0,4,Team 13,Engineer,active,0,0.06796037546514871
30.0,24,3,0,0,0,0,1,6,Team 0,Engineer,active,0,0.05216042546823903
3.0,31,2,0,1,0,0,0,6,Team 4,Engineer,completed,1,0.2192727447373408
41.0,25,1,0,0,1,4,1,9,Team 5,Product Manager,active,0,0.05497551508220347
30.0,5,2,0,0,0,4,0,3,Team 14,Engineer,completed,0,0.05196291883730867
13.0,24,0,0,0,0,3,0,4,Team 7,Ops,active,0,0.06268802585109942
2.0,7,0,0,0,0,1,1,6,Team 4,Marketer,active,1,0.5348680308882555
65.0,0,0,0,0,0,0,0,7,Team 9,Spesialis Lainnya,active,0,0.048299908800636886
71.0,0,4,1,0,0,0,0,8,Team 14,Product Manager,active,0,0.048096813576657
-0.1768055555555555,16,1,0,0,0,2,0,9,Team 11,Designer,completed,1,0.7017694371102692
28.0,0,0,0,0,0,0,1,6,Team 4,Marketer,completed,0,0.05449587578989714
-2.341354166666666,7,2,0,0,0,2,1,5,Team 12,Product Manager,on_hold,1,0.648636396790819
75.0,30,1,0,0,0,3,0,3,Team 12,Marketer,active,0,0.05172933547489884
25.0,0,0,0,0,0,0,0,8,Team 0,Designer,on_hold,0,0.04452428175507188
1.0,11,4,0,0,0,1,3,5,Team 4,Ops,active,1,0.6240323756634133
90.0,20,0,0,0,0,4,1,12,Team 6,Engineer,active,0,0.06112788977790117
17.0,6,0,0,0,0,4,1,5,Team 11,Engineer,on_hold,0,0.04720714270126895
11.0,19,3,0,0,0,0,1,12,Team 3,Engineer,completed,0,0.06131913521561404
9.0,26,0,0,0,0,0,2,9,Team 7,Designer,on_hold,0,0.06144375657498821
41.0,0,2,0,0,0,0,1,10,Team 19,Marketer,on_hold,0,0.054560591444435064
20.0,8,0,0,0,0,1,0,7,Team 2,Product Manager,completed,0,0.056030343008402046
11.0,0,1,0,0,0,1,1,11,Team 17,Designer,active,1,0.049710861444722414
4.0,19,1,0,0,0,0,1,9,Team 11,Engineer,completed,0,0.1610383873971183
24.0,26,1,0,0,0,1,2,6,Team 3,Engineer,on_hold,0,0.05256008864054092
11.0,6,0,0,0,0,2,0,5,Team 2,Designer,active,0,0.05654107002829004
1.0,25,2,0,0,0,3,0,1,Team 2,Engineer,active,1,0.6095234624622952
20.0,0,1,0,0,0,0,1,12,Team 16,Designer,active,0,0.05392954084928537
2.0,8,1,0,0,0,0,0,6,Team 19,Product Manager,completed,0,0.5314931921452761
4.0,0,0,0,0,0,4,0,7,Team 8,Spesialis Lainnya,active,0,0.14890346392836332
8.0,24,0,0,0,0,0,0,5,Team 10,Product Manager,completed,0,0.07082071103900911
26.0,11,0,0,0,0,1,2,11,Team 9,Designer,completed,0,0.05220021038097016
21.0,7,1,0,0,0,3,0,12,Team 14,Ops,completed,0,0.055841966616320245
29.0,13,0,0,0,0,0,0,7,Team 13,Marketer,active,0,0.05490269157996784
3.0,31,1,0,0,0,3,0,5,Team 2,Engineer,active,0,0.18294617532546276
52.0,6,0,0,0,0,0,0,5,Team 8,Designer,active,0,0.06031503457079123
59.0,30,1,0,0,0,0,0,9,Team 12,Spesialis Lainnya,on_hold,0,0.04474910485950767
4.0,0,0,0,0,0,0,1,7,Team 5,Ops,active,0,0.13694345197384813
5.0,19,1,0,0,0,0,0,3,Team 5,Spesialis Lainnya,active,1,0.09552237560360205
8.0,5,3,0,0,0,0,1,8,Team 2,Engineer,active,0,0.055701353547900026
22.0,27,4,0,0,1,0,1,9,Team 9,Marketer,active,0,0.05442844487730389
34.0,25,0,0,0,0,0,2,10,Team 18,Product Manager,active,0,0.051620833125917344
33.0,4,3,0,0,0,2,0,5,Team 13,Spesialis Lainnya,active,0,0.05183170596810573
44.0,0,3,0,1,0,0,0,12,Team 5,Spesialis Lainnya,active,0,0.04539620056220365
17.0,28,3,0,0,0,4,3,10,Team 10,Designer,active,0,0.05392062127727698
21.0,27,2,1,0,0,4,0,2,Team 5,Spesialis Lainnya,completed,0,0.0603904837212218
79.0,0,2,0,1,0,2,2,10,Team 13,Designer,completed,0,0.04761125364887184
14.0,0,3,0,0,0,3,2,8,Team 16,Product Manager,completed,0,0.061654928752937675
31.0,30,2,0,0,0,4,0,8,Team 19,Spesialis Lainnya,active,0,0.06570538432404098
73.0,15,2,0,0,0,0,1,9,Team 14,Product Manager,active,0,0.05610014772877104
20.0,4,1,0,0,0,3,1,7,Team 14,Engineer,active,0,0.04774364288794065
25.0,0,0,0,0,0,4,0,3,Team 18,Spesialis Lainnya,active,0,0.05488156738355209
68.0,27,2,0,0,0,3,0,7,Team 7,Engineer,active,0,0.057221618361096
29.0,18,1,0,0,0,0,0,12,Team 12,Engineer,on_hold,0,0.05959458422697412
6.0,8,0,0,0,0,3,1,6,Team 1,Ops,active,0,0.07464449702207991
85.0,26,1,0,0,0,4,2,1,Team 5,Ops,completed,0,0.05902111122838938
18.0,0,0,0,0,0,0,0,1,Team 14,Spesialis Lainnya,completed,0,0.050596550696932294
83.0,17,2,0,1,1,0,0,8,Team 17,Engineer,completed,0,0.060176437968246954
25.0,0,0,0,0,0,3,1,3,Team 5,Product Manager,completed,0,0.04935645515798866
27.0,31,2,1,0,0,1,0,2,Team 14,Ops,active,0,0.046278093544080696
15.0,17,4,0,0,0,2,2,6,Team 11,Ops,active,0,0.05184203301671764
63.0,3,1,1,0,0,3,0,1,Team 15,Designer,active,0,0.05295933167626641
8.0,0,0,0,0,0,1,2,9,Team 3,Marketer,active,0,0.057641648189417534
7.0,7,2,0,0,0,2,2,12,Team 18,Marketer,completed,0,0.0647889427318092
3.0,7,2,0,0,0,0,0,12,Team 1,Marketer,active,0,0.18649843995857046
3.0,32,3,0,1,0,2,1,1,Team 5,Ops,active,1,0.16493861875126398
78.0,29,2,0,0,0,0,0,8,Team 8,Designer,active,0,0.05852144067102459
6.0,12,0,0,0,0,2,0,4,Team 8,Designer,active,0,0.09411937561009184
88.0,4,1,0,0,0,2,0,5,Team 13,Marketer,completed,0,0.057966104618739585
51.0,15,1,0,0,0,1,2,6,Team 12,Designer,active,0,0.055620016820443256
23.0,0,2,0,0,0,3,0,4,Team 7,Engineer,active,0,0.05234877255620981
4.0,10,1,0,0,1,0,0,4,Team 12,Product Manager,active,0,0.13686217251258959
60.0,12,1,0,0,0,3,1,10,Team 16,Designer,active,0,0.05336840903366839
26.0,0,1,0,0,0,2,1,3,Team 2,Product Manager,completed,0,0.04957026008957729
28.0,13,2,0,0,0,1,1,5,Team 3,Engineer,on_hold,0,0.054281679039652427
74.0,17,1,0,0,1,0,0,7,Team 6,Marketer,active,0,0.059280487722207995
6.0,31,0,0,0,0,4,0,6,Team 8,Spesialis Lainnya,active,0,0.09733382302518812
1.0,25,3,0,1,0,0,0,3,Team 4,Spesialis Lainnya,completed,1,0.6283800440882253
12.0,25,0,0,0,0,1,0,3,Team 5,Product Manager,active,0,0.05263656176394135
-6.571516203703704,7,2,0,0,0,3,0,1,Team 7,Designer,active,1,0.6671919633463056
24.0,0,1,0,1,0,2,0,1,Team 16,Ops,active,0,0.055454835790202175
76.0,23,0,0,0,0,2,3,12,Team 0,Product Manager,on_hold,0,0.050329074093864695
3.0,26,2,0,0,1,0,2,1,Team 19,Marketer,active,1,0.20057064991714854
25.0,13,0,0,0,0,0,2,6,Team 13,Engineer,active,0,0.05965909055450125
90.0,0,2,1,0,0,0,0,4,Team 18,Product Manager,completed,0,0.05342381928583842
68.0,5,2,0,0,0,3,4,1,Team 1,Ops,completed,0,0.05580021723139396
37.0,12,2,0,0,0,2,3,4,Team 10,Designer,active,0,0.053790574578666296
23.0,27,1,0,0,0,2,0,2,Team 9,Engineer,active,0,0.05485427255934935
31.0,0,2,0,0,0,0,1,10,Team 9,Ops,active,0,0.05511725623857385
50.0,24,0,0,0,0,2,1,6,Team 3,Engineer,on_hold,0,0.053524349436071976
13.0,13,1,1,0,0,0,1,6,Team 8,Product Manager,active,0,0.056728078524134556
27.0,5,1,0,0,0,1,0,6,Team 16,Product Manager,active,0,0.05418051736225639
67.0,27,0,0,0,0,2,0,4,Team 10,Ops,completed,0,0.05966776375024442
53.0,24,3,0,0,0,0,0,2,Team 16,Ops,completed,0,0.049785004469021024
39.0,20,1,0,0,0,2,1,9,Team 11,Engineer,active,0,0.05650277948730898
81.0,6,2,0,0,0,0,1,11,Team 19,Ops,completed,0,0.06130125772353637
-3.017789351851852,27,1,0,0,0,0,0,9,Team 4,Spesialis Lainnya,active,1,0.6881611458703681
75.0,29,1,0,0,0,0,0,12,Team 19,Spesialis Lainnya,active,0,0.0544942899643265
42.0,13,1,0,0,0,1,0,5,Team 5,Spesialis Lainnya,active,0,0.049804466261188673
27.0,3,0,0,0,0,0,3,11,Team 2,Engineer,completed,0,0.05024959569562122
2.0,6,0,0,0,0,1,1,10,Team 2,Ops,active,1,0.5485730864932468
13.0,0,0,0,0,0,0,3,8,Team 7,Marketer,active,0,0.06193679736800077
79.0,0,0,0,0,0,0,0,6,Team 11,Product Manager,active,0,0.04895461548381037
71.0,7,2,0,1,1,4,0,7,Team 10,Designer,completed,0,0.06009425498266792
23.0,0,1,0,0,0,3,1,10,Team 7,Marketer,active,0,0.05401936015062977
19.0,9,1,0,0,0,0,0,9,Team 2,Ops,completed,0,0.06262897319304538
75.0,23,1,0,0,1,0,0,9,Team 13,Marketer,active,0,0.05483101745118766
-1.2117592592592592,5,1,0,0,0,3,0,7,Team 19,Marketer,active,1,0.7118115241824237
2.0,7,2,0,0,0,0,1,6,Team 16,Marketer,active,1,0.5229932866908598
43.0,7,1,0,0,0,0,3,10,Team 13,Designer,active,0,0.05106427763830109
-2.9862847222222224,8,0,0,0,0,0,1,7,Team 2,Designer,completed,1,0.6773826328953857
-16.234201388888888,7,0,0,0,0,3,3,1,Team 7,Designer,completed,1,0.6712362198616776
49.0,0,2,0,1,0,0,1,7,Team 1,Marketer,active,0,0.06188284043015223
82.0,0,2,0,0,0,0,4,12,Team 2,Product Manager,active,0,0.05095473369975501
76.0,26,0,0,0,0,4,2,10,Team 8,Marketer,active,0,0.06469939566560931
86.0,17,2,0,0,0,4,0,8,Team 4,Ops,completed,0,0.062323680955818785
2.0,4,0,0,0,0,0,3,11,Team 8,Marketer,completed,1,0.5454832287422635
20.0,6,2,0,0,0,0,1,11,Team 19,Designer,active,0,0.053899672585708096
13.0,26,3,0,0,0,2,1,8,Team 19,Product Manager,active,0,0.054787414778082126
32.0,4,3,0,0,0,0,1,4,Team 7,Marketer,active,0,0.056223930361934626
64.0,24,1,0,0,0,1,0,12,Team 6,Product Manager,completed,0,0.058517299470571514
64.0,27,0,0,0,0,3,1,8,Team 18,Engineer,completed,0,0.06193184596910607
79.0,6,0,0,0,0,3,0,3,Team 19,Ops,active,0,0.05676003020231859
45.0,31,1,0,0,0,2,0,8,Team 5,Marketer,active,0,0.058646659022435134
-22.06107638888889,0,2,0,0,0,1,0,11,Team 3,Marketer,active,1,0.679818720905883
23.0,7,0,0,0,0,1,1,5,Team 0,Product Manager,active,0,0.05414144980725239
18.0,0,2,0,1,0,3,1,11,Team 6,Marketer,completed,0,0.056902419339312546
3.0,0,0,0,0,0,0,0,11,Team 15,Designer,active,0,0.15901269097023354
55.0,4,2,0,0,0,0,0,4,Team 8,Ops,on_hold,0,0.05705913446210865
7.0,12,0,0,0,0,0,0,6,Team 18,Ops,active,0,0.06908183487185826
22.0,29,1,0,0,0,0,0,2,Team 16,Ops,completed,0,0.056093079308046065
85.0,5,1,0,0,0,0,1,11,Team 7,Designer,active,0,0.05160817414849845
51.0,20,1,1,0,0,1,1,5,Team 12,Marketer,active,0,0.05302978732260832
72.0,6,0,0,0,0,0,0,6,Team 8,Designer,on_hold,0,0.05580667672837646
26.0,25,4,1,1,0,0,1,11,Team 19,Product Manager,completed,0,0.05039406404426692
-5.525393518518518,32,2,0,1,0,1,0,7,Team 15,Spesialis Lainnya,active,1,0.6208768804004356
2.0,16,0,0,0,0,0,0,8,Team 18,Ops,completed,0,0.5335069000239977
14.0,5,0,0,0,0,3,0,5,Team 11,Ops,active,0,0.050964286317177
1.0,6,1,0,0,0,4,0,10,Team 4,Marketer,active,1,0.663304522720573
60.0,23,2,0,0,0,1,2,11,Team 7,Ops,active,0,0.05913430931192002
27.0,27,0,0,0,0,4,0,6,Team 4,Marketer,active,0,0.06400327937853142
20.0,27,1,0,0,0,0,3,1,Team 7,Designer,active,0,0.057633575706559415
37.0,3,1,0,0,0,1,1,2,Team 16,Product Manager,active,0,0.05206756825131354
16.0,9,4,0,1,1,4,2,3,Team 10,Product Manager,completed,0,0.050043880624405644
49.0,5,2,0,0,0,3,0,3,Team 9,Ops,active,0,0.05218060027939328
16.0,21,1,0,0,0,2,0,1,Team 1,Product Manager,active,0,0.050612234851837946
70.0,27,0,0,0,0,3,1,6,Team 9,Engineer,completed,0,0.06054778184120842
52.0,0,1,1,0,0,1,0,11,Team 6,Engineer,active,0,0.05131436350792505
14.0,17,1,0,0,0,3,1,1,Team 2,Ops,active,0,0.06150656987500548
5.0,27,2,0,0,0,0,1,4,Team 16,Engineer,active,0,0.11918844650294273
6.0,11,2,0,0,0,1,1,9,Team 8,Ops,active,0,0.09101169359827183
30.0,25,2,0,0,0,3,0,2,Team 18,Ops,active,0,0.06091684272021671
17.0,27,1,0,0,0,0,1,9,Team 6,Marketer,active,0,0.056790743105072775
7.0,0,2,0,0,0,3,0,2,Team 8,Designer,active,0,0.08259344602623746
4.0,14,1,0,0,0,3,2,7,Team 18,Ops,active,0,0.16799860849710763
-2.2296875,30,0,0,0,0,3,2,10,Team 13,Designer,completed,1,0.6674528922243894
53.0,5,0,0,0,0,4,0,10,Team 7,Product Manager,active,0,0.054826228087364384
30.0,23,1,0,0,0,4,1,7,Team 1,Designer,active,0,0.05999580691663136
24.0,30,0,0,0,0,0,1,9,Team 15,Marketer,active,0,0.0609019688443349
56.0,22,0,0,0,0,0,0,8,Team 0,Product Manager,on_hold,0,0.049794253553603424
22.0,9,1,0,0,0,0,2,11,Team 5,Ops,completed,0,0.05543344738369047
4.0,5,0,0,0,0,2,0,8,Team 9,Engineer,completed,1,0.16498193068990533
18.0,10,1,0,0,0,3,1,11,Team 12,Marketer,completed,0,0.05973352605607611
6.0,9,0,0,0,0,2,3,1,Team 4,Ops,active,0,0.07839025692847969
15.0,7,3,0,0,0,2,0,6,Team 14,Designer,completed,0,0.053830459128351923
40.0,8,1,0,0,0,0,2,9,Team 4,Product Manager,active,0,0.05882698952971533
54.0,12,3,0,0,0,4,0,2,Team 18,Product Manager,active,0,0.05778502320547884
72.0,19,2,0,0,0,0,0,11,Team 8,Designer,active,0,0.0569808428542326
12.0,0,0,0,0,0,4,1,4,Team 7,Ops,completed,0,0.058958530579020244
15.0,8,3,1,0,0,4,0,8,Team 9,Designer,active,0,0.05673264336024331
20.0,0,1,0,0,0,4,0,11,Team 12,Spesialis Lainnya,active,0,0.05005673776482073
21.0,7,1,0,0,0,2,2,10,Team 3,Ops,active,0,0.05662877356716288
1.0,8,1,0,0,0,0,0,11,Team 9,Product Manager,completed,1,0.6360863880309098
45.0,18,0,0,0,0,1,1,5,Team 13,Ops,active,0,0.06363010819214478
4.0,12,4,0,1,0,3,0,6,Team 16,Ops,active,0,0.16274625122651407
23.0,5,1,0,0,0,2,3,8,Team 4,Ops,completed,0,0.05497816976740071
6.0,19,1,0,0,0,3,0,10,Team 2,Product Manager,active,1,0.07184770325130511
23.0,0,0,0,0,0,0,3,10,Team 17,Designer,completed,0,0.047057451211179824
59.0,24,1,0,0,0,1,1,7,Team 10,Marketer,active,0,0.04977755497707567
6.0,28,3,0,0,0,0,0,5,Team 14,Engineer,active,0,0.08175291022993003
4.0,26,2,0,0,0,3,0,3,Team 17,Spesialis Lainnya,completed,0,0.1521210512957377
27.0,3,0,0,0,0,0,0,4,Team 5,Ops,completed,0,0.05328725654748436
25.0,17,0,0,0,0,0,0,8,Team 2,Marketer,active,0,0.05844508698676817
2.0,4,3,0,1,0,2,1,9,Team 3,Marketer,completed,1,0.5203298422233064
2.0,0,1,0,0,0,4,0,5,Team 7,Designer,active,1,0.5601162607362736
4.0,0,1,0,0,0,1,0,11,Team 9,Engineer,completed,0,0.14353273716018047
2.0,14,3,0,0,0,2,2,9,Team 6,Marketer,on_hold,1,0.5009137032989972
9.0,11,2,0,0,1,1,0,5,Team 5,Engineer,completed,0,0.06233551953073191
3.0,30,0,0,0,0,0,2,12,Team 3,Marketer,completed,0,0.2371544724851881
7.0,30,0,0,0,0,3,1,11,Team 5,Engineer,on_hold,0,0.06462240874553266
80.0,28,3,0,0,0,0,0,5,Team 12,Engineer,active,0,0.056550870914867664
43.0,13,0,0,0,0,3,0,9,Team 17,Marketer,active,0,0.05886935459756226
20.0,0,2,0,0,0,1,0,7,Team 15,Designer,active,0,0.052323092612189315
89.0,0,2,0,0,0,0,0,10,Team 8,Spesialis Lainnya,active,0,0.04918727693036926
42.0,20,0,0,0,0,4,0,7,Team 15,Product Manager,active,0,0.052762162225927875
