ukuran_tim,durasi_rencana_hari,anggaran_juta,kompleksitas,pengalaman_tim_tahun,perubahan_requirement,keterlibatan_klien,risiko_teknologi,jumlah_stakeholder,turnover_tim_persen,ketersediaan_sumber_daya,metodologi,probabilitas_risiko_sintetis,estimasi_keterlambatan_hari,terlambat
36,66,537.1,2,6.6,4,5,4,20,15.8,5,Waterfall,0.44,0,0
7,47,629.8,1,6.2,3,1,2,12,12.6,2,Agile,0.007,0,0
38,68,302.2,3,3.9,2,3,2,5,7.2,2,Hybrid,0.856,17,1
35,184,753.6,4,1.8,7,1,3,14,10.6,2,Waterfall,0.991,51,1
22,238,1091.5,3,6.3,1,3,5,16,23.3,4,Waterfall,0.089,0,0
30,166,1117.5,5,3.8,8,1,1,17,23.0,2,Agile,0.815,41,1
22,70,264.8,4,1.3,1,2,3,2,13.5,1,Hybrid,0.697,22,1
13,96,978.5,3,2.6,4,3,2,4,12.5,4,Agile,0.235,0,0
33,316,303.2,1,0.9,4,2,3,13,0.5,4,Waterfall,0.683,42,1
12,353,186.2,3,2.7,3,1,1,16,25.8,3,Waterfall,0.952,47,1
14,283,995.9,1,4.0,4,2,5,14,20.3,5,Agile,0.185,7,1
22,64,468.8,4,3.5,4,3,3,9,18.0,4,Waterfall,0.72,0,0
34,305,930.2,1,3.2,6,4,5,16,0.0,5,Agile,0.429,0,0
17,262,891.3,5,4.0,6,1,1,13,12.3,2,Waterfall,0.957,37,1
21,206,838.5,2,5.4,5,3,3,19,11.0,1,Agile,0.6,0,0
4,78,626.1,3,6.9,2,1,4,8,17.5,2,Agile,0.079,0,0
7,364,320.1,1,7.6,5,1,4,16,8.4,5,Hybrid,0.245,0,0
5,178,522.9,2,2.1,3,1,1,4,10.1,5,Waterfall,0.185,0,0
5,44,1126.3,5,8.1,4,4,4,15,17.0,1,Agile,0.225,0,0
36,100,941.5,2,3.8,3,5,1,15,5.8,5,Agile,0.014,0,0
34,164,536.2,3,2.9,4,4,3,6,7.4,3,Agile,0.408,0,0
34,50,533.0,5,1.6,3,2,1,3,13.5,5,Waterfall,0.78,26,1
5,138,803.6,4,5.2,3,5,1,20,22.7,4,Waterfall,0.181,0,0
5,187,647.7,1,5.0,7,3,4,3,18.5,1,Agile,0.287,0,0
13,348,549.6,2,2.4,2,3,4,10,20.6,3,Agile,0.619,18,1
24,59,772.2,2,2.5,5,4,5,2,12.5,1,Hybrid,0.655,16,1
15,223,760.1,2,3.4,5,4,4,9,24.0,2,Hybrid,0.426,0,0
21,337,439.2,2,2.9,4,3,3,17,0.0,4,Agile,0.52,0,0
9,300,709.0,3,2.0,2,3,1,11,28.2,4,Hybrid,0.208,0,0
30,340,738.5,2,1.4,4,2,4,6,29.2,4,Agile,0.869,27,1
14,87,603.6,2,8.2,4,4,2,9,15.7,4,Waterfall,0.024,0,0
5,299,416.4,3,2.6,3,4,1,3,18.7,1,Waterfall,0.691,27,1
31,358,515.1,2,5.0,5,3,4,13,11.7,3,Hybrid,0.744,6,1
37,139,375.7,2,5.7,2,4,3,2,10.3,3,Agile,0.381,0,0
3,197,718.1,3,5.2,4,1,1,8,7.1,3,Hybrid,0.251,0,0
19,208,265.6,5,5.9,7,3,3,3,11.6,2,Waterfall,0.927,40,1
34,195,1181.3,3,5.1,3,5,4,6,16.4,4,Waterfall,0.122,0,0
29,127,1067.3,3,2.2,5,4,3,3,15.4,4,Agile,0.506,1,1
35,356,746.8,5,3.0,4,4,4,19,27.9,3,Hybrid,0.944,34,1
18,351,915.6,4,8.0,4,5,3,16,12.8,1,Hybrid,0.072,0,0
17,157,887.0,2,2.5,3,4,2,19,0.1,1,Waterfall,0.415,0,0
29,300,652.4,2,3.8,3,4,2,14,25.2,2,Agile,0.4,0,0
8,163,556.9,3,5.4,2,3,2,11,2.2,3,Agile,0.033,0,0
12,297,527.0,3,10.0,8,5,5,5,7.5,5,Hybrid,0.093,0,0
25,226,1202.0,1,7.5,7,4,2,20,14.2,4,Waterfall,0.101,0,0
28,187,409.1,1,1.7,2,3,4,19,15.3,3,Agile,0.6,0,0
7,73,413.1,2,4.9,4,1,2,9,0.4,2,Waterfall,0.701,0,0
22,249,953.6,5,4.5,4,5,3,6,6.0,1,Agile,0.183,13,1
16,137,911.5,4,3.0,3,2,4,9,0.2,1,Waterfall,0.976,36,1
22,102,541.4,5,3.9,0,2,3,9,17.0,1,Hybrid,0.805,21,1
39,94,784.4,1,2.2,8,1,4,19,21.5,5,Waterfall,0.962,47,1
5,359,833.0,3,3.3,2,2,5,3,2.2,1,Agile,0.517,0,0
40,64,312.4,3,2.6,5,1,5,14,20.0,5,Agile,0.724,0,0
20,298,1099.8,3,4.1,5,1,5,16,19.4,3,Waterfall,0.763,9,1
32,321,832.8,3,2.9,4,1,1,16,6.7,4,Waterfall,0.681,0,0
19,40,753.3,2,10.5,0,2,4,5,0.0,5,Agile,0.006,0,0
14,228,835.9,1,4.2,3,4,4,9,3.4,4,Agile,0.012,0,0
32,224,711.1,5,3.6,3,5,3,8,7.2,1,Agile,0.451,0,0
29,150,587.2,5,3.2,4,2,2,9,24.3,5,Agile,0.762,0,0
8,254,215.1,1,2.9,3,3,1,3,11.1,1,Waterfall,0.623,0,0
29,167,655.2,3,1.3,4,5,5,3,3.9,3,Hybrid,0.836,28,1
31,177,298.3,3,6.6,4,4,5,2,13.2,4,Waterfall,0.31,0,0
17,174,1426.3,4,9.2,8,5,1,20,1.6,2,Agile,0.011,0,0
38,299,582.5,5,2.5,4,3,3,9,16.1,4,Hybrid,0.954,47,1
27,242,1414.6,3,8.0,2,1,3,6,4.2,4,Hybrid,0.233,0,0
15,157,660.5,4,16.3,1,1,1,17,5.3,5,Waterfall,0.002,0,0
3,341,457.4,5,12.6,4,4,3,11,15.0,5,Waterfall,0.017,0,0
28,299,1084.8,5,8.9,2,1,5,8,26.0,2,Agile,0.353,0,0
10,343,739.0,2,1.5,2,3,2,4,29.6,4,Waterfall,0.546,16,1
31,275,1671.6,5,1.4,2,2,4,9,3.7,5,Agile,0.57,0,0
22,161,451.7,3,5.9,2,5,5,14,7.2,1,Agile,0.661,1,1
20,289,1106.3,1,3.8,3,5,3,13,16.1,4,Waterfall,0.281,0,0
9,140,1134.1,4,0.5,2,3,1,9,21.4,5,Agile,0.298,0,0
30,121,865.5,5,2.8,3,3,2,13,0.0,1,Agile,0.271,0,0
9,181,1138.6,2,5.7,5,2,1,16,12.7,4,Agile,0.035,0,0
18,355,588.9,3,3.4,2,4,2,19,8.1,1,Agile,0.329,3,1
34,220,408.1,2,3.8,7,2,4,12,0.0,3,Waterfall,0.854,30,1
37,158,477.3,1,1.4,1,4,2,6,1.3,5,Agile,0.115,0,0
40,185,639.0,5,2.7,7,5,3,4,7.5,5,Agile,0.769,32,1
39,127,886.5,1,5.9,9,1,5,4,12.5,4,Agile,0.151,0,0
24,251,422.1,3,2.6,5,2,2,2,20.1,4,Hybrid,0.894,23,1
10,147,527.2,1,8.4,5,2,5,12,14.8,2,Hybrid,0.161,0,0
34,216,438.7,4,3.9,4,5,2,6,19.6,5,Agile,0.405,0,0
33,154,960.9,5,5.1,5,4,4,6,12.2,4,Hybrid,0.782,14,1
40,137,1409.2,4,5.8,5,1,1,15,6.4,5,Waterfall,0.24,0,0
27,355,374.6,4,5.7,6,2,2,8,10.5,4,Agile,0.842,5,1
8,146,801.8,5,1.7,4,4,5,17,17.6,1,Agile,0.908,24,1
22,53,1017.7,5,2.0,5,5,3,4,20.3,3,Agile,0.861,19,1
20,157,564.3,5,0.5,2,3,3,8,10.8,4,Agile,0.622,0,0
35,208,306.3,2,3.0,4,1,3,2,4.6,4,Waterfall,0.953,43,1
17,61,1080.1,3,1.8,2,1,2,12,14.7,2,Hybrid,0.437,3,1
15,132,296.9,5,2.6,1,1,5,4,15.8,1,Hybrid,0.998,54,1
6,85,1230.1,2,3.2,5,1,2,6,21.9,5,Hybrid,0.15,0,0
34,198,434.2,4,4.3,8,3,1,15,6.6,5,Agile,0.843,49,1
31,272,275.4,1,3.4,4,2,5,18,6.7,5,Hybrid,0.703,0,0
4,355,494.7,5,3.4,1,2,1,12,18.0,4,Agile,0.612,0,0
19,160,615.0,4,4.9,1,4,5,20,8.7,5,Agile,0.246,11,1
21,320,677.1,4,3.7,7,3,2,16,8.4,3,Agile,0.521,29,1
20,102,833.5,5,6.9,5,4,1,16,22.0,4,Hybrid,0.02,0,0
37,292,706.1,2,3.7,4,3,2,20,1.0,3,Agile,0.889,3,1
8,219,1354.0,3,10.0,3,2,4,3,28.4,4,Agile,0.026,0,0
14,284,601.2,5,1.6,7,5,3,6,7.1,1,Hybrid,0.511,49,1
9,283,723.9,1,2.9,2,3,1,10,18.9,2,Waterfall,0.263,0,0
12,208,695.4,5,2.2,5,5,2,13,11.1,2,Agile,0.824,0,0
37,116,259.3,2,4.4,5,1,2,20,14.2,3,Waterfall,0.812,27,1
38,206,340.6,3,1.6,4,5,4,3,9.9,5,Agile,0.423,2,1
4,307,640.3,3,1.0,6,4,5,6,18.9,1,Waterfall,0.961,47,1
27,356,765.6,4,1.9,6,2,2,7,9.2,4,Waterfall,0.977,51,1
11,341,210.7,5,1.1,4,4,5,14,7.4,5,Agile,0.931,51,1
10,90,1383.9,2,3.3,2,4,3,20,26.5,4,Waterfall,0.639,0,0
14,230,794.8,1,4.3,6,5,1,19,12.2,4,Waterfall,0.303,0,0
10,65,623.2,3,0.9,4,2,2,16,6.6,1,Agile,0.685,24,1
21,254,777.6,4,2.8,8,5,5,16,0.1,4,Waterfall,0.714,0,0
40,363,481.0,4,7.5,6,4,5,9,26.9,2,Waterfall,0.888,25,1
25,47,680.6,4,9.0,8,2,4,13,7.6,2,Waterfall,0.828,19,1
30,250,732.1,2,6.2,2,2,2,5,28.5,5,Waterfall,0.17,14,1
21,347,1086.1,5,0.3,2,2,4,11,15.2,4,Waterfall,0.976,33,1
3,314,575.8,1,4.0,9,3,4,7,13.1,5,Hybrid,0.599,9,1
6,161,300.9,1,8.1,5,5,4,19,13.4,3,Agile,0.076,0,0
13,64,402.9,1,2.6,7,5,3,8,29.7,2,Agile,0.337,0,0
12,340,553.8,5,1.3,1,1,3,9,0.0,5,Agile,0.821,35,1
34,339,317.5,1,7.7,6,1,5,9,13.7,4,Waterfall,0.958,37,1
35,224,381.6,4,8.5,5,1,5,19,9.9,5,Agile,0.264,0,0
35,358,404.7,5,3.7,4,4,3,19,10.3,1,Hybrid,0.972,57,1
27,31,536.0,4,1.3,4,2,2,10,13.2,3,Waterfall,0.989,30,1
24,237,789.9,5,0.8,5,4,3,20,9.9,5,Waterfall,0.843,0,0
27,42,523.9,1,4.7,1,4,3,16,13.5,5,Agile,0.082,0,0
18,344,815.1,3,2.3,11,1,4,18,11.8,4,Waterfall,0.996,76,1
28,258,623.5,3,3.5,4,4,2,19,1.5,1,Waterfall,0.468,14,1
33,336,388.0,4,3.2,6,4,1,8,15.1,3,Agile,0.844,23,1
31,219,738.0,4,1.8,5,5,5,12,17.7,1,Agile,0.91,40,1
26,57,684.7,3,0.7,7,4,5,7,7.7,5,Waterfall,0.907,40,1
5,38,825.3,2,2.6,6,2,1,7,26.9,4,Hybrid,0.299,0,0
30,142,905.4,1,4.1,5,5,2,10,22.7,1,Waterfall,0.642,0,0
16,279,1102.3,3,4.2,3,2,3,2,18.8,4,Waterfall,0.352,0,0
31,80,802.4,2,2.1,3,5,4,6,18.7,4,Agile,0.144,0,0
23,316,674.0,3,8.4,9,2,4,17,12.2,1,Agile,0.641,0,0
36,110,827.0,4,1.5,3,5,2,5,21.1,1,Agile,0.58,0,0
15,196,499.2,3,7.1,3,4,2,13,24.6,2,Agile,0.047,0,0
38,98,481.5,3,4.0,4,3,3,16,18.5,1,Agile,0.709,37,1
35,186,1173.6,1,2.7,2,2,2,6,7.4,3,Hybrid,0.22,0,0
15,181,474.8,4,5.2,4,1,3,10,11.7,5,Agile,0.565,16,1
21,31,409.8,3,3.1,5,5,2,18,16.6,1,Agile,0.845,8,1
23,220,802.2,1,1.0,6,5,1,17,18.7,4,Agile,0.255,0,0
32,294,501.3,2,1.4,5,3,4,19,11.4,3,Waterfall,0.933,45,1
29,344,901.1,4,3.0,3,5,4,13,7.5,5,Agile,0.18,0,0
35,141,1064.0,5,2.4,4,4,2,18,24.7,3,Waterfall,0.924,22,1
17,325,437.8,3,7.0,6,2,3,9,3.4,4,Agile,0.276,12,1
22,325,847.6,5,2.3,9,5,3,13,4.5,5,Agile,0.801,35,1
19,362,469.3,1,2.2,6,4,1,14,1.4,1,Agile,0.544,8,1
37,155,559.4,2,2.0,6,3,3,20,4.5,2,Waterfall,0.964,45,1
14,315,722.1,5,1.8,10,1,3,8,22.0,2,Agile,0.992,65,1
25,219,482.0,1,1.9,6,4,5,18,22.2,1,Hybrid,0.927,41,1
7,49,691.7,4,1.2,5,2,2,11,11.4,4,Hybrid,0.56,17,1
35,120,581.5,2,4.1,2,2,4,3,16.0,1,Agile,0.374,0,0
17,255,910.6,2,3.3,5,4,2,14,11.9,2,Waterfall,0.679,21,1
15,83,911.7,3,3.2,3,5,1,20,2.5,1,Agile,0.097,0,0
25,176,483.2,2,0.8,8,1,2,10,29.7,4,Agile,0.768,30,1
21,290,729.8,5,4.8,8,5,5,12,23.0,4,Waterfall,0.979,26,1
35,80,976.4,5,5.2,3,2,2,19,14.8,3,Hybrid,0.45,21,1
23,196,378.6,3,9.7,4,3,5,19,5.2,3,Agile,0.202,0,0
22,102,579.8,3,5.0,1,5,4,9,10.2,3,Agile,0.159,0,0
6,210,714.9,1,11.0,6,2,4,16,6.5,1,Agile,0.037,0,0
3,110,370.7,2,2.1,4,2,4,13,12.8,2,Waterfall,0.329,0,0
18,354,510.7,1,10.1,3,5,3,14,14.5,5,Agile,0.007,0,0
40,55,1286.7,5,5.1,3,2,4,15,9.3,1,Agile,0.907,22,1
37,353,474.1,2,4.7,1,5,1,8,0.4,4,Waterfall,0.204,0,0
26,296,499.2,2,3.1,5,2,4,7,29.1,1,Agile,0.489,45,1
26,317,275.5,5,2.7,0,4,4,2,13.9,1,Agile,0.972,23,1
17,316,798.0,4,2.2,4,3,1,18,15.7,2,Agile,0.389,18,1
9,93,349.1,4,10.3,2,5,3,7,8.6,2,Hybrid,0.014,0,0
3,342,585.8,1,3.1,5,3,3,14,0.0,2,Agile,0.406,0,0
15,229,411.8,3,5.2,5,3,2,15,11.3,5,Agile,0.34,0,0
15,353,691.1,3,6.0,8,3,1,15,9.4,5,Hybrid,0.342,0,0
10,325,138.1,2,5.9,4,2,1,18,17.7,4,Agile,0.169,0,0
12,224,647.0,4,4.1,4,3,2,18,19.2,1,Agile,0.885,16,1
3,155,724.2,5,10.0,6,3,2,2,18.1,5,Hybrid,0.055,0,0
26,69,517.0,2,4.9,3,4,2,17,19.9,5,Agile,0.019,0,0
38,63,532.5,2,2.2,7,1,4,5,26.4,1,Hybrid,0.994,57,1
29,160,487.0,2,2.8,3,3,3,14,15.1,2,Agile,0.649,18,1
20,302,582.2,5,0.9,4,3,1,14,20.8,4,Agile,0.945,36,1
18,199,1180.9,1,4.5,7,4,1,3,16.0,1,Waterfall,0.41,0,0
14,191,923.9,5,5.5,3,4,4,7,0.0,1,Waterfall,0.943,21,1
8,112,581.9,4,5.8,4,3,5,19,10.8,4,Agile,0.336,0,0
25,219,510.8,3,5.1,1,1,5,4,5.1,2,Waterfall,0.765,11,1
24,244,883.7,3,3.1,3,2,4,6,13.9,3,Agile,0.704,0,0
3,360,670.4,5,3.6,4,2,2,3,5.7,4,Waterfall,0.655,24,1
18,275,366.3,4,3.6,2,2,4,5,16.8,3,Waterfall,0.947,26,1
13,234,550.5,2,7.0,3,4,1,14,19.8,4,Agile,0.001,0,0
9,335,1122.0,1,0.6,5,3,1,17,21.6,1,Agile,0.538,0,0
29,172,783.3,4,2.5,3,4,1,13,25.0,1,Waterfall,0.826,0,0
22,344,513.5,1,1.5,4,1,1,7,0.0,2,Agile,0.487,0,0
27,154,290.8,1,12.6,7,5,2,18,2.4,2,Waterfall,0.016,0,0
30,72,689.5,5,8.0,3,3,1,8,35.4,2,Waterfall,0.678,1,1
40,170,625.1,3,2.6,5,2,5,7,20.1,4,Hybrid,0.893,44,1
33,73,573.4,4,1.1,2,2,4,11,13.8,1,Hybrid,0.972,55,1
26,69,888.3,2,1.4,2,5,4,4,12.3,1,Agile,0.286,0,0
36,326,787.9,1,7.0,6,4,1,8,11.5,2,Agile,0.103,0,0
21,297,295.6,1,0.9,3,1,5,17,0.0,2,Hybrid,0.987,59,1
40,104,626.7,2,3.6,7,5,1,13,5.8,1,Agile,0.488,1,1
31,311,331.6,1,6.2,2,1,5,20,11.1,1,Waterfall,0.924,31,1
27,53,490.9,3,1.3,2,2,4,16,6.3,3,Waterfall,0.929,57,1
37,125,319.7,2,3.6,6,4,2,8,7.3,1,Waterfall,0.752,17,1
22,267,325.2,3,2.6,4,3,1,16,32.5,1,Agile,0.826,29,1
30,132,728.8,3,2.4,3,3,4,18,10.0,5,Agile,0.454,0,0
13,275,695.5,2,2.1,4,5,5,13,14.2,1,Waterfall,0.887,38,1
39,323,605.1,3,6.6,4,4,3,16,13.9,1,Waterfall,0.741,34,1
26,52,470.9,1,9.1,2,5,1,11,16.7,1,Waterfall,0.01,0,0
32,38,308.4,2,3.0,8,2,3,19,8.2,3,Agile,0.865,34,1
20,345,492.0,5,4.7,4,5,3,6,22.0,4,Hybrid,0.27,1,1
35,204,697.0,5,3.7,5,2,2,10,15.5,4,Agile,0.753,40,1
5,200,689.6,3,0.7,3,5,5,6,1.7,4,Agile,0.328,0,0
7,185,1111.0,5,2.9,3,3,2,3,11.1,1,Waterfall,0.935,20,1
22,175,1036.8,3,0.5,1,3,2,13,10.6,2,Agile,0.743,0,0
30,261,616.3,1,2.5,4,1,4,4,10.3,4,Agile,0.286,17,1
33,224,489.5,5,3.5,7,5,4,6,16.1,4,Waterfall,0.951,50,1
19,84,416.7,3,5.9,3,2,4,16,17.1,2,Agile,0.584,21,1
27,240,285.7,4,4.4,7,3,3,6,16.1,5,Hybrid,0.802,31,1
24,254,349.0,4,6.7,6,1,2,18,14.7,5,Waterfall,0.78,30,1
39,68,697.5,2,1.8,6,5,2,2,12.7,4,Agile,0.23,0,0
27,156,813.1,4,8.4,4,2,1,10,0.0,4,Hybrid,0.395,0,0
18,295,536.3,3,9.1,2,4,1,3,18.2,5,Agile,0.005,0,0
39,237,1644.3,2,0.5,7,4,3,3,15.9,4,Agile,0.672,8,1
7,75,350.6,2,0.8,2,3,3,17,4.1,3,Waterfall,0.158,0,0
40,43,272.4,4,3.5,10,1,4,3,14.2,2,Hybrid,0.997,52,1
8,225,1630.5,2,2.3,3,2,5,18,17.2,2,Waterfall,0.949,32,1
13,185,301.2,1,2.6,1,4,3,13,21.4,5,Waterfall,0.121,0,0
34,352,532.8,5,4.4,1,3,1,11,16.1,2,Waterfall,0.679,31,1
30,205,433.3,2,6.9,3,3,1,19,14.6,4,Agile,0.121,0,0
39,342,721.5,4,1.7,2,2,2,9,19.6,3,Agile,0.816,34,1
31,102,514.1,4,7.6,5,3,2,9,9.5,2,Hybrid,0.549,0,0
27,180,814.3,5,2.0,4,1,1,9,15.3,3,Agile,0.792,34,1
16,76,896.7,4,13.7,4,3,4,14,7.0,1,Hybrid,0.171,1,1
3,222,284.4,4,8.4,3,1,2,18,20.9,4,Agile,0.128,1,1
7,93,410.3,5,2.2,3,4,4,12,0.0,1,Agile,0.986,28,1
14,195,846.7,5,1.1,5,3,2,7,18.5,1,Waterfall,0.988,40,1
4,145,980.0,1,2.2,7,5,1,18,12.1,2,Waterfall,0.618,0,0
22,92,662.1,4,1.9,4,3,1,13,19.7,3,Agile,0.379,0,0
32,62,746.3,1,5.4,9,1,3,17,5.8,2,Agile,0.759,4,1
39,202,1144.2,5,0.5,4,2,3,10,12.7,5,Waterfall,0.974,50,1
21,348,517.1,1,0.8,3,5,3,5,12.5,5,Agile,0.028,0,0
36,96,658.8,2,5.3,7,5,5,19,15.5,2,Agile,0.269,0,0
40,166,1037.3,1,1.9,3,1,4,14,3.6,5,Agile,0.44,1,1
35,105,1067.7,4,2.5,6,4,4,7,17.1,1,Waterfall,0.936,33,1
20,301,584.2,1,6.2,7,3,1,18,0.0,1,Waterfall,0.286,0,0
15,169,416.5,1,7.1,5,2,3,2,6.7,2,Waterfall,0.466,10,1
40,357,581.2,3,8.1,2,3,4,19,0.0,5,Hybrid,0.089,0,0
12,112,607.5,5,5.9,5,5,3,12,18.6,3,Hybrid,0.379,0,0
18,57,409.3,3,3.1,2,1,5,13,15.2,4,Waterfall,0.795,39,1
5,225,438.4,3,2.9,3,5,3,2,15.6,4,Waterfall,0.508,21,1
33,248,1068.4,4,2.6,3,1,2,5,23.8,3,Agile,0.296,0,0
27,362,762.3,3,1.3,4,4,5,15,9.5,5,Waterfall,0.832,0,0
6,322,534.0,2,1.7,6,1,2,12,16.9,5,Hybrid,0.344,0,0
11,327,360.9,3,7.4,6,1,3,4,12.5,3,Agile,0.344,0,0
24,243,440.9,1,2.0,4,1,1,14,11.3,4,Hybrid,0.757,19,1
23,150,262.0,2,1.3,6,5,1,16,22.5,4,Waterfall,0.896,23,1
33,174,670.2,4,7.9,1,3,1,7,28.7,3,Hybrid,0.065,0,0
13,74,429.5,2,4.2,4,4,3,15,8.5,1,Agile,0.432,0,0
38,174,694.8,1,10.5,4,1,5,20,18.7,2,Agile,0.139,0,0
19,152,842.7,1,9.7,2,5,1,11,14.6,5,Hybrid,0.005,0,0
34,42,699.5,5,1.4,5,5,5,6,14.6,2,Agile,0.916,34,1
12,98,503.6,2,3.3,5,3,5,20,14.0,4,Waterfall,0.145,0,0
4,209,399.5,1,1.5,3,5,1,19,9.3,5,Agile,0.125,0,0
5,154,336.2,4,1.5,5,1,1,10,0.0,4,Hybrid,0.769,21,1
17,363,1020.3,3,2.6,9,2,5,10,24.3,2,Hybrid,0.964,41,1
39,190,685.5,3,5.5,5,1,3,17,6.4,5,Agile,0.581,19,1
4,352,517.0,5,5.5,2,1,1,2,10.1,1,Agile,0.163,0,0
17,251,791.6,2,5.1,4,5,5,7,10.2,4,Waterfall,0.23,0,0
7,43,944.8,3,3.1,3,3,3,12,5.7,2,Waterfall,0.638,17,1
38,98,433.7,4,5.7,4,4,4,14,13.9,4,Agile,0.594,7,1
28,267,676.0,4,1.2,3,5,4,13,11.6,3,Agile,0.653,0,0
31,213,682.3,2,4.2,1,4,2,9,6.3,3,Waterfall,0.39,0,0
30,131,1121.4,4,3.6,4,2,2,18,13.2,2,Agile,0.372,19,1
27,205,513.6,4,2.9,9,2,1,14,11.7,3,Agile,0.85,52,1
32,333,392.7,1,4.3,4,1,3,12,19.4,5,Agile,0.415,11,1
3,160,710.5,1,1.6,2,5,5,19,1.3,5,Waterfall,0.277,0,0
35,45,821.8,4,5.2,3,5,4,3,5.6,3,Waterfall,0.312,0,0
31,134,650.6,1,3.6,0,3,4,15,17.8,5,Agile,0.258,1,1
31,344,1157.1,5,0.9,1,3,1,19,6.9,5,Hybrid,0.715,10,1
17,285,512.9,1,3.5,3,5,3,14,4.8,4,Waterfall,0.218,0,0
33,311,658.0,5,2.3,4,2,5,12,7.3,3,Hybrid,0.982,47,1
17,336,295.1,4,7.6,1,3,1,8,11.2,1,Agile,0.268,1,1
4,69,382.5,3,1.3,6,5,2,7,11.2,3,Hybrid,0.66,0,0
37,124,435.0,2,1.4,6,2,4,12,10.3,2,Agile,0.711,37,1
11,50,552.9,2,4.7,4,5,1,19,3.8,1,Agile,0.165,0,0
6,31,318.0,4,3.2,2,1,2,10,18.2,5,Agile,0.468,0,0
26,310,786.5,4,3.0,2,3,5,4,22.6,2,Agile,0.881,33,1
11,344,417.0,2,13.8,3,3,1,11,0.0,4,Waterfall,0.003,0,0
35,82,1504.2,3,5.6,7,2,3,3,0.0,5,Agile,0.03,0,0
19,272,424.0,5,2.7,4,5,2,19,20.0,3,Agile,0.261,45,1
3,209,626.9,2,0.8,2,3,2,12,24.6,4,Agile,0.103,0,0
39,53,591.0,4,2.6,1,5,2,6,0.0,4,Hybrid,0.408,1,1
22,337,367.3,1,1.2,6,2,2,13,18.5,3,Agile,0.941,33,1
12,322,553.9,5,1.7,5,2,4,12,25.1,5,Waterfall,0.983,48,1
28,220,550.7,1,1.7,2,3,1,11,5.1,5,Hybrid,0.071,0,0
23,267,897.1,2,7.2,8,3,1,13,24.6,2,Waterfall,0.224,17,1
4,163,722.8,3,1.0,4,2,2,19,10.6,5,Waterfall,0.891,18,1
31,296,781.2,2,6.7,3,2,5,18,14.5,1,Hybrid,0.333,5,1
18,179,888.1,1,4.9,2,4,2,6,6.2,1,Hybrid,0.339,1,1
29,362,787.0,4,4.8,3,2,1,6,20.0,3,Agile,0.806,7,1
37,51,673.4,1,1.6,4,4,3,20,18.7,4,Agile,0.848,9,1
26,87,433.2,5,6.1,1,3,4,14,25.8,3,Agile,0.634,0,0
28,355,653.8,1,1.4,6,5,3,2,23.5,4,Hybrid,0.478,30,1
12,127,395.6,2,9.2,2,2,1,12,11.9,2,Hybrid,0.056,0,0
12,134,573.4,5,7.3,5,5,5,4,36.9,5,Waterfall,0.732,13,1
18,295,539.3,1,10.3,3,3,5,2,22.8,5,Hybrid,0.012,0,0
35,93,555.2,1,3.6,3,1,5,5,16.3,1,Agile,0.434,34,1
22,202,319.5,4,3.2,6,4,5,6,4.0,3,Waterfall,0.928,0,0
16,126,139.2,1,2.6,6,2,2,3,0.0,2,Waterfall,0.66,24,1
32,96,494.0,5,13.6,3,1,3,17,0.4,4,Waterfall,0.327,5,1
35,354,983.4,3,5.5,3,3,5,10,4.5,3,Hybrid,0.367,0,0
37,97,622.7,5,1.2,4,4,3,12,23.0,2,Agile,0.942,54,1
14,61,950.5,2,8.5,7,2,5,18,15.9,2,Agile,0.486,1,1
29,256,396.9,1,3.1,5,4,4,17,7.1,2,Waterfall,0.948,34,1
25,321,482.7,5,0.2,10,1,5,17,10.9,1,Agile,0.999,86,1
20,72,1547.2,4,1.9,5,1,1,5,9.9,1,Agile,0.786,22,1
18,267,408.2,5,7.3,3,4,4,16,18.4,4,Hybrid,0.286,15,1
7,211,774.3,2,4.9,4,1,5,20,5.0,5,Agile,0.489,0,0
13,308,773.7,3,5.6,4,2,1,2,14.8,3,Agile,0.317,0,0
23,72,735.1,3,8.5,6,3,4,18,14.4,5,Agile,0.018,0,0
36,357,778.7,3,0.7,8,1,1,18,5.2,1,Agile,0.996,51,1
35,238,405.4,2,1.9,5,5,5,17,24.7,5,Hybrid,0.754,54,1
10,312,505.0,2,3.7,1,3,5,9,9.6,3,Agile,0.417,0,0
28,151,156.7,4,7.4,3,2,1,5,4.1,4,Hybrid,0.261,0,0
6,346,1138.9,1,1.4,3,5,3,15,18.8,1,Waterfall,0.526,0,0
28,240,776.6,2,2.7,3,3,2,13,12.4,4,Agile,0.207,0,0
15,72,435.3,2,3.5,11,4,5,15,15.3,2,Hybrid,0.857,54,1
20,340,398.9,1,1.9,4,1,2,6,2.5,5,Hybrid,0.651,9,1
30,297,991.3,1,3.5,4,1,4,5,18.5,4,Agile,0.261,0,0
19,130,421.0,3,3.1,1,1,1,19,29.4,5,Agile,0.152,0,0
33,213,434.6,1,2.3,5,3,2,11,1.9,5,Hybrid,0.22,0,0
23,160,359.9,2,6.1,3,5,5,18,14.8,4,Waterfall,0.149,0,0
40,212,843.6,3,5.3,4,5,2,19,5.7,2,Hybrid,0.253,0,0
27,354,944.1,5,6.3,4,3,4,10,33.5,2,Waterfall,0.927,55,1
14,332,540.8,1,6.7,7,1,5,6,21.9,5,Waterfall,0.386,0,0
32,102,946.9,3,0.9,3,4,5,19,14.3,4,Agile,0.863,11,1
